1,0.1,1,1.7419507097690663,35.516666666666666,51.13,1.5144609034061431
1,0.1,2,0.7245352471128423,76.7,53.76,1.6441441720724106
1,0.1,3,0.4658718762245584,85.33333333333333,67.59,1.2948711439967155
1,0.1,4,0.3825736426292582,88.66666666666667,90.33,0.3272630947828293
1,0.1,5,0.3351396528330255,89.98333333333333,86.65,0.44776234790682795
1,0.1,6,0.28265693530123287,91.35,86.99,0.40790067352354525
1,0.1,7,0.26048436919425394,91.9,77.06,0.813063015639782
1,0.1,8,0.25036160584459916,92.43333333333334,89.39,0.330335830077529
1,0.1,9,0.22700629969860645,93.11666666666666,91.38,0.27592581961303947
1,0.1,10,0.2064647283008758,93.56666666666666,90.16,0.3337604643777013
1,0.1,11,0.2101362590143021,93.45,92.33,0.25445406600832937
1,0.1,12,0.1706992283146432,94.98333333333333,84.7,0.4977655340731144
1,0.1,13,0.18983507980691625,93.83333333333333,89.2,0.337879356443882
1,0.1,14,0.15074887951003743,95.16666666666667,89.58,0.32661312237381934
1,0.1,15,0.17500272884647897,94.21666666666667,83.84,0.5506721427291632
1,0.1,16,0.16200301716936397,94.75,93.2,0.21821060129441322
1,0.1,17,0.15885881421730874,94.95,89.69,0.3437347351945937
1,0.1,18,0.1525104657766667,95.25,92.39,0.25365799879655243
1,0.1,19,0.13393832013962118,95.68333333333334,93.98,0.19754613130819051
1,0.1,20,0.12117719705751602,96.13333333333334,93.6,0.19369408675935118
1,0.1,21,0.13078465954737462,95.7,91.68,0.2747913918085396
1,0.1,22,0.14444001684797572,95.3,87.96,0.42852519392967225
1,0.1,23,0.11474940164926205,96.06666666666666,93.84,0.20477746554184706
1,0.1,24,0.119024941023994,96.16666666666667,92.8,0.2478198963822797
1,0.1,25,0.12232689194856806,96.01666666666667,92.63,0.2520399094745517
1,0.1,26,0.11674360843732003,96.03333333333333,90.25,0.3222622898221016
1,0.1,27,0.11221187656864207,96.23333333333333,94.71,0.1748392878402956
1,0.1,28,0.1088977466396829,96.21666666666667,90.2,0.32839635429903863
1,0.1,29,0.1097951609879098,96.38333333333334,92.21,0.2883161234203726
1,0.1,30,0.09100646553362937,96.95,88.66,0.37773510795086623
1,0.1,31,0.09931554938567445,96.65,95.24,0.15841102357953787
1,0.1,32,0.09222971972949962,96.96666666666667,94.83,0.17167768819024787
1,0.1,33,0.10204695125526571,96.73333333333333,84.09,0.5747922562807798
1,0.1,34,0.0855603492719696,97.08333333333333,84.55,0.5579630872607231
1,0.1,35,0.09073498516165196,96.86666666666666,89.97,0.36662642160430553
1,0.1,36,0.0978623018302816,96.91666666666667,86.07,0.5269926325976848
1,0.1,37,0.09187797256844475,96.83333333333333,92.13,0.2833648625202477
1,0.1,38,0.08742351124578333,97.13333333333334,93.61,0.2119029624434188
1,0.1,39,0.07514509320893187,97.38333333333334,83.07,0.6460188011825084
1,0.1,40,0.08508604356741652,97.0,94.34,0.191956705939956
1,0.1,41,0.08204534126723066,97.26666666666667,93.74,0.2154967794660479
1,0.1,42,0.06690771200079867,97.61666666666666,92.72,0.24426463479176164
1,0.1,43,0.07258716491150095,97.71666666666667,95.09,0.1619067352870479
1,0.1,44,0.08277353240137404,97.38333333333334,93.94,0.20421606908785178
1,0.1,45,0.07125453702471357,97.81666666666666,95.71,0.14301010372466408
1,0.1,46,0.07133732212984815,97.41666666666667,92.42,0.2723058245331049
1,0.1,47,0.08272042283986478,97.28333333333333,95.61,0.14998028269503266
1,0.1,48,0.091755442559085,96.85,92.16,0.2751646643038839
1,0.1,49,0.09943922454530889,96.85,91.88,0.2916728077735752
1,0.1,50,0.09445264590705962,96.76666666666667,93.9,0.20860288193449378
1,0.1,51,0.06276519790767356,98.0,95.61,0.1359997900063172
1,0.1,52,0.07602594666024472,97.25,94.98,0.18222243124386295
1,0.1,53,0.05783378974871432,98.1,95.43,0.14605076687352267
1,0.1,54,0.05709773896539465,98.15,93.33,0.22552265447098763
1,0.1,55,0.07410767920156743,97.75,93.21,0.24001948725199326
1,0.1,56,0.06095846088484247,98.03333333333333,94.8,0.17276087306207047
1,0.1,57,0.06502007903095255,97.78333333333333,95.19,0.17491891590994782
1,0.1,58,0.06716968670011834,97.66666666666667,92.09,0.28029729903675615
1,0.1,59,0.07236258891668726,97.41666666666667,91.2,0.32733580060303213
1,0.1,60,0.08892711444183234,97.16666666666667,92.55,0.25199054992757736
1,0.1,61,0.18694862358747644,94.38333333333334,92.7,0.22065701216459274
1,0.1,62,0.13515867768449985,95.65,95.98,0.13252212942112238
1,0.1,63,0.1293801393439161,95.76666666666667,96.03,0.13402081238105892
1,0.1,64,0.11625266249509568,96.2,89.93,0.31050240945070984
1,0.1,65,0.12062040106096167,96.11666666666666,91.54,0.2860915087163448
1,0.1,66,0.09876040167155418,96.85,94.43,0.1880530224274844
1,0.1,67,0.11867202980879774,96.23333333333333,92.46,0.24100288053974508
1,0.1,68,0.09742688986056662,96.78333333333333,94.88,0.16820696209091693
1,0.1,69,0.09411361250788608,97.2,96.24,0.12328471332555636
1,0.1,70,0.07647965238132376,97.45,95.92,0.13176838639657945
1,0.1,71,0.07922081058805293,97.65,90.49,0.3334335566870868
1,0.1,72,0.08768889379311115,97.15,93.57,0.21530673084780574
1,0.1,73,0.08398102378433055,97.31666666666666,95.2,0.16415634479839356
1,0.1,74,0.08019054253050621,97.33333333333333,94.6,0.18814274348784238
1,0.1,75,0.08227009401517979,97.18333333333334,79.18,0.8541740488260985
1,0.1,76,0.09669195262200021,97.11666666666666,92.87,0.22956432407721877
1,0.1,77,0.07771063865499293,97.46666666666667,95.93,0.1324166477518156
1,0.1,78,0.07782565683443496,97.53333333333333,94.22,0.18637142417952418
1,0.1,79,0.0761938131156754,97.3,95.67,0.15620372975012287
1,0.1,80,0.069727973318956,97.65,93.05,0.24704390719532968
1,0.1,81,0.06646865865889381,97.95,96.09,0.133322910660645
1,0.1,82,0.07233043371679936,97.66666666666667,94.26,0.18951164988800884
1,0.1,83,0.06353667643951609,97.91666666666667,95.85,0.1423085918975994
1,0.1,84,0.0612425112977941,97.95,89.21,0.3963851468451321
1,0.1,85,0.06517493683210712,97.7,95.77,0.14455689141526817
1,0.1,86,0.08930348767403593,96.91666666666667,92.75,0.26731894502416254
1,0.1,87,0.08360277978267441,97.33333333333333,94.26,0.18914000406861306
1,0.1,88,0.06037963062841842,97.88333333333334,94.53,0.1914416009397246
1,0.1,89,0.06771231547711377,97.8,94.24,0.19934653820469975
